plan_component,workload_group,workload_name,observed_workload_names,source_versions,node_values,ppn,reader_threads_values,reader_batch_size,reader_prefetch_workers,reader_transfer_size,dataset_format_values,num_files_values,num_samples_values,record_length_bytes,checkpoint_steps,checkpoint_mechanism,scr_cache_size,scr_file_buf_size,scr_flush,scr_flush_async,train_epochs,total_training_steps,chunk_size,computation_time,repeat_count
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,4,4,false,,hdf5,672,1,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,4,4,false,,npz,168,1,146600628,,,,,,,1,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,4,4,false,,npz,168,1,146600628,,,,,,,5,,,1.3604,4
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,4,4,false,,npz,336,1,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,4,4,false,,npz,672,1,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,4,4,false,,npz,84,2,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,6,4,false,,npz,168,1,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,8,4,false,,hdf5,168,1,146600628,,,,,,,5,,,1.3604,2
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,8,4,false,,hdf5,672,1,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,8,4,false,,npz,168,1,146600628,,,,,,,5,,,1.3604,1
custom_unet3d_case_study,unet3d,unet3d_v100,unet3d_v100,custom,1,8,8,4,false,,npz,672,1,146600628,,,,,,,5,,,1.3604,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev6,1,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev6,16,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev6,2,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev6,4,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev6,8,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev7,1,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev7,2,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev7,4,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,bert,bert_v100,bert_v100,dev7,8,8,1,48,false,262144,tfrecord,500,313532,2500,,,,,,,1,,,0.968,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev6,1,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev6,16,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev6,2,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev6,4,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev6,8,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev7,1,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev7,2,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev7,4,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_a100,cosmoflow_a100,dev7,8,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00551,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev6,1,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev6,16,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev6,2,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev6,4,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev6,8,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev7,1,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev7,2,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev7,4,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_h100,cosmoflow_h100,dev7,8,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.0035,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev6,1,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev6,16,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev6,2,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev6,4,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev6,8,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev7,1,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev7,2,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev7,4,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,cosmoflow,cosmoflow_v100,cosmoflow_v100,dev7,8,8,4,1,false,,tfrecord,524288,1,2828486,,,,,,,1,,,0.00936,1
source_scale_ci_style,llama_70b,llama_70b,llama_70b,dev6,16,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_70b,llama_70b,llama_70b,dev6,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_70b,llama_70b,llama_70b,dev7,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_70b,llama_70b_zero3,llama_70b_zero3,dev6,16,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_70b,llama_70b_zero3,llama_70b_zero3,dev6,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev6,1,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev6,16,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev6,2,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev6,4,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev6,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev7,1,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev7,2,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev7,4,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b,llama_7b,dev7,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev6,1,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev6,16,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev6,2,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev6,4,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev6,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev7,1,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev7,2,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev7,4,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_7b,llama_7b_zero3,llama_7b_zero3,dev7,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev6,1,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev6,16,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev6,2,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev6,4,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev6,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev7,1,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev7,2,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev7,4,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,llama_8b,llama_8b_zero3,llama_8b_zero3,dev7,8,8,1,16,false,,mmap_indexed_binary,1,1048576,2048,,,,,,,1,,,5,1
source_scale_ci_style,megatron_deepspeed,megatron_deepspeed_LLNL,megatron_deepspeed_LLNL,dev6,16,8,1,16,false,,mmap_indexed_binary,1,277203535,2048,100,,,,,,1,1000,,2.44,1
source_scale_ci_style,megatron_deepspeed,megatron_deepspeed_LLNL,megatron_deepspeed_LLNL,dev6,4,8,1,16,false,,mmap_indexed_binary,1,277203535,2048,100,,,,,,1,1000,,2.44,1
source_scale_ci_style,megatron_deepspeed,megatron_deepspeed_LLNL,megatron_deepspeed_LLNL,dev6,8,8,1,16,false,,mmap_indexed_binary,1,277203535,2048,100,,,,,,1,1000,,2.44,1
source_scale_ci_style,megatron_deepspeed,megatron_deepspeed_LLNL,megatron_deepspeed_LLNL,dev7,4,8,1,16,false,,mmap_indexed_binary,1,277203535,2048,100,,,,,,1,1000,,2.44,1
source_scale_ci_style,megatron_deepspeed,megatron_deepspeed_LLNL,megatron_deepspeed_LLNL,dev7,8,8,1,16,false,,mmap_indexed_binary,1,277203535,2048,100,,,,,,1,1000,,2.44,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev6,1,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev6,16,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev6,2,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev6,4,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev6,8,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev7,1,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev7,2,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev7,4,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_a100,resnet50_a100,dev7,8,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.435,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev6,1,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev6,16,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev6,2,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev6,4,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev6,8,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev7,1,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev7,2,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev7,4,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_h100,resnet50_h100,dev7,8,8,8,400,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.224,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev6,1,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev6,16,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev6,2,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev6,4,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev6,8,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev7,1,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev7,2,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev7,4,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_tf,resnet50_tf,dev7,8,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.098,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev6,1,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev6,16,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev6,2,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev6,4,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev6,8,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev7,1,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev7,2,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev7,4,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,resnet50,resnet50_v100,resnet50_v100,dev7,8,8,8,64,false,,tfrecord,1024,1251,114660,,,,,,,1,,,0.195,1
source_scale_ci_style,unet3d,unet3d_a100,unet3d_a100,dev6,1,8,4,7,false,,npz,168,1,146600628,,,,,,,1,,,0.636,1
source_scale_ci_style,unet3d,unet3d_a100,unet3d_a100,dev7,1,8,4,7,false,,npz,168,1,146600628,,,,,,,1,,,0.636,1
source_scale_ci_style,unet3d,unet3d_h100,unet3d_h100,dev6,1,8,4,7,false,,npz,168,1,146600628,,,,,,,1,,,0.323,1
source_scale_ci_style,unet3d,unet3d_h100,unet3d_h100,dev7,1,8,4,7,false,,npz,168,1,146600628,,,,,,,1,,,0.323,1
source_scale_ci_style,unet3d,unet3d_v100,unet3d_v100,dev6,1,8,4,4,false,,npz,168,1,146600628,,,,,,,1,,,1.3604,1
source_scale_ci_style,unet3d,unet3d_v100,unet3d_v100,dev7,1,8,4,4,false,,npz,168,1,146600628,,,,,,,1,,,1.3604,1
